Profil plat :

Chaque échantillon compte pour 0.01 seconds.
  %    cumulatif   auto              auto     total           
temps   seconds   seconds   appels  s/appel  s/appel  nom     
                0.44    0.00 1019466/1019466     void Eigen::internal::selfadjoint_product_impl<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false>, 17, false, Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<std::complex<double>, std::complex<double> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const> const, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const>, 0, true>::run<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false> >(Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false>&, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false> const&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<std::complex<double>, std::complex<double> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const> const, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const> const&, std::complex<double> const&) [24]
[25]     1.0    0.44    0.00 1019466         Eigen::internal::selfadjoint_matrix_vector_product<std::complex<double>, long long, 0, 1, false, false, 0>::run(long long, std::complex<double> const*, long long, std::complex<double> const*, std::complex<double>*, std::complex<double>) [25]
-----------------------------------------------
                                                 <spontanés>
[26]     1.0    0.43    0.00                 csqrt [26]
-----------------------------------------------
                0.00    0.00  339822/68369995     Laser::intensity_lab_axis(Vecteur3D const&) const [40]
                0.00    0.00  679644/68369995     effectif_dipole_local(std::complex<double> const*, Vecteur3D const&, Laser const&) [35]
                0.41    0.00 67350529/68369995     Euler_angles(Vecteur3D) [16]
[27]     1.0    0.42    0.00 68369995         atan2_approximation(float, float) [27]
-----------------------------------------------
                0.00    0.00       1/712253      Init_Field(Field&, Field&, FitParams&, char const*, char const*) [53]
                0.00    0.00       1/712253      get_unit_vector_spontaneous_emission(gsl_rng const*, std::complex<double>*, Vecteur3D, int, FitParams&) [70]
                0.00    0.00       1/712253      Level_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [65]
                0.00    0.00       5/712253      FitParams::LocateOrAddParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [64]
                0.00    0.00       5/712253      FitParams::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [62]
                0.00    0.00      73/712253      Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [61]
                0.00    0.00     245/712253      FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [60]
                0.00    0.00     292/712253      RePaint() [3]
                0.00    0.00    5481/712253      rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&) [15]
                0.00    0.00    5481/712253      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
                0.00    0.00   10080/712253      FitParams::LocateOrAddNonConstParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [54]
                0.00    0.00   10944/712253      Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [52]
                0.20    0.00  679644/712253      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[28]     0.5    0.21    0.00  712253         FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
-----------------------------------------------
                0.00    0.00       1/102792748     do_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, std::vector<type_codage_react, std::allocator<type_codage_react> > const&, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Laser, std::allocator<Laser> > const&, double, std::basic_ofstream<char, std::char_traits<char> >&, bool, int&, FitParams&) [69]
                0.00    0.00   21924/102792748     rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
                0.00    0.00   22960/102792748     new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [57]
                0.00    0.00   22960/102792748     void add_acc_Charged_particles<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Vecteur3D*, Field const&, Field const&, int) [59]
                0.00    0.00  679644/102792748     effectif_dipole_local(std::complex<double> const*, Vecteur3D const&, Laser const&) [35]
                0.00    0.00 1019466/102792748     Laser::intensity_lab_axis(Vecteur3D const&) const [40]
                0.06    0.00 33675264/102792748     Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [5]
                0.12    0.00 67350529/102792748     Euler_angles(Vecteur3D) [16]
[29]     0.4    0.18    0.00 102792748         operator/(Vecteur3D const&, double) [29]
-----------------------------------------------
                0.07    0.00 33675264/33675264     Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [5]
[30]     0.2    0.07    0.00 33675264         operator*(Vecteur3D const&, double) [30]
-----------------------------------------------
                0.00    0.00    5481/345303      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
                0.07    0.00  339822/345303      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[31]     0.2    0.07    0.00  345303         Gamma_Level_from_diagonalized_dipole(std::vector<Internal_state, std::allocator<Internal_state> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, int) [31]
-----------------------------------------------
                                                 <spontanés>
[32]     0.1    0.06    0.00                 sincos [32]
-----------------------------------------------
                0.00    0.05 1019466/1019466     void Eigen::internal::tridiagonalization_inplace<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&) [13]
[33]     0.1    0.00    0.05 1019466         Eigen::MatrixBase<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> >::makeHouseholderInPlace(std::complex<double>&, double&) [33]
                0.05    0.00 1019466/1019466     void Eigen::MatrixBase<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> >::makeHouseholder<Eigen::VectorBlock<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, -1> >(Eigen::VectorBlock<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, -1>&, std::complex<double>&, double&) const [34]
-----------------------------------------------
                0.05    0.00 1019466/1019466     Eigen::MatrixBase<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> >::makeHouseholderInPlace(std::complex<double>&, double&) [33]
[34]     0.1    0.05    0.00 1019466         void Eigen::MatrixBase<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> >::makeHouseholder<Eigen::VectorBlock<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, -1> >(Eigen::VectorBlock<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, -1>&, std::complex<double>&, double&) const [34]
-----------------------------------------------
                0.04    0.01  339822/339822      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[35]     0.1    0.04    0.01  339822         effectif_dipole_local(std::complex<double> const*, Vecteur3D const&, Laser const&) [35]
                0.00    0.00  679644/68369995     atan2_approximation(float, float) [27]
                0.00    0.00  679644/102792748     operator/(Vecteur3D const&, double) [29]
-----------------------------------------------
                                                 <spontanés>
[36]     0.1    0.03    0.00                 pow [36]
-----------------------------------------------
                0.00    0.00   10962/824222      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
                0.00    0.00   21924/824222      rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&) [15]
                0.00    0.00   22960/824222      new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [57]
                0.00    0.00   22960/824222      void add_acc_Charged_particles<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Vecteur3D*, Field const&, Field const&, int) [59]
                0.00    0.00   65772/824222      Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [5]
                0.02    0.00  679644/824222      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[37]     0.1    0.03    0.00  824222         Field::get_Field(Vecteur3D const&) const [37]
-----------------------------------------------
                                                 <spontanés>
[38]     0.1    0.03    0.00                 ___chkstk_ms [38]
-----------------------------------------------
                                                 <spontanés>
[39]     0.1    0.03    0.00                 __tcf_0 [39]
-----------------------------------------------
                0.01    0.01  339822/339822      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[40]     0.1    0.01    0.01  339822         Laser::intensity_lab_axis(Vecteur3D const&) const [40]
                0.01    0.00  339822/339822      Laser::intensity_repere_sur_waist(Vecteur3D const&) const [50]
                0.00    0.00  339822/68369995     atan2_approximation(float, float) [27]
                0.00    0.00 1019466/102792748     operator/(Vecteur3D const&, double) [29]
                0.00    0.00  339822/373744      operator-(Vecteur3D const&, Vecteur3D const&) [239]
                0.00    0.00  339822/339822      rotation_lab_axis(Vecteur3D const&, double, double, double) [241]
-----------------------------------------------
                                                 <spontanés>
[41]     0.0    0.02    0.00                 exp2l [41]
-----------------------------------------------
                               32886             void Eigen::internal::tridiagonalization_inplace_selector<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, true>::run<Eigen::Matrix<double, -1, 1, 0, -1, 1>, Eigen::Matrix<double, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&, bool) <cycle 1> [14]
[42]     0.0    0.02    0.00   32886         void Eigen::HouseholderSequence<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::CwiseUnaryOp<Eigen::internal::scalar_conjugate_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const>, 1>::evalTo<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&) const <cycle 1> [42]
                             1019466             void Eigen::MatrixBase<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false> >::applyHouseholderOnTheLeft<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const, -1, 1, false> >(Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const, -1, 1, false> const&, std::complex<double> const&, std::complex<double>*) <cycle 1> [18]
-----------------------------------------------
                0.00    0.00       2/899966      do_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, std::vector<type_codage_react, std::allocator<type_codage_react> > const&, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Laser, std::allocator<Laser> > const&, double, std::basic_ofstream<char, std::char_traits<char> >&, bool, int&, FitParams&) [69]
                0.00    0.00      14/899966      Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [61]
                0.00    0.00      26/899966      Level_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [65]
                0.00    0.00      37/899966      void std::vector<Internal_state, std::allocator<Internal_state> >::_M_realloc_insert<Internal_state const&>(__gnu_cxx::__normal_iterator<Internal_state*, std::vector<Internal_state, std::allocator<Internal_state> > >, Internal_state const&) [67]
                0.00    0.00      37/899966      void std::vector<Molecule, std::allocator<Molecule> >::_M_realloc_insert<Molecule const&>(__gnu_cxx::__normal_iterator<Molecule*, std::vector<Molecule, std::allocator<Molecule> > >, Molecule const&) [68]
                0.00    0.00     135/899966      void std::vector<type_codage_react, std::allocator<type_codage_react> >::_M_realloc_insert<type_codage_react const&>(__gnu_cxx::__normal_iterator<type_codage_react*, std::vector<type_codage_react, std::allocator<type_codage_react> > >, type_codage_react const&) [63]
                0.00    0.00   10962/899966      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
                0.00    0.00   11480/899966      new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [57]
                0.00    0.00   26199/899966      rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&) [15]
                0.00    0.00  267446/899966      rate_excitation(std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Laser const&, std::vector<Molecule, std::allocator<Molecule> > const&, int, int, Vecteur3D, double, double, double, double, double, Field const&, Field const&, int, Internal_state, bool) [51]
                0.01    0.00  583628/899966      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[43]     0.0    0.01    0.00  899966         Internal_state::Internal_state(Internal_state const&) [43]
                0.00    0.00  899966/1245557     Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [52]
-----------------------------------------------
                                                 <spontanés>
[44]     0.0    0.01    0.00                 cexp [44]
-----------------------------------------------
                                                 <spontanés>
[45]     0.0    0.01    0.00                 internal_modf [45]
-----------------------------------------------
                                                 <spontanés>
[46]     0.0    0.01    0.00                 memcpy [46]
-----------------------------------------------
                                                 <spontanés>
[47]     0.0    0.01    0.00                 memset [47]
-----------------------------------------------
                0.01    0.00  559062/559062      Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [5]
[48]     0.0    0.01    0.00  559062         Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >::resize(long long, long long) [48]
-----------------------------------------------
                0.00    0.00   10962/350784      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
                0.01    0.00  339822/350784      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[49]     0.0    0.01    0.00  350784         Laser::wave_vector() const [49]
                0.00    0.00  350784/412890      operator*(double, Vecteur3D const&) [237]
-----------------------------------------------
                0.01    0.00  339822/339822      Laser::intensity_lab_axis(Vecteur3D const&) const [40]
[50]     0.0    0.01    0.00  339822         Laser::intensity_repere_sur_waist(Vecteur3D const&) const [50]
-----------------------------------------------
                0.00    0.00  243806/243806      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
[51]     0.0    0.00    0.00  243806         rate_excitation(std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Laser const&, std::vector<Molecule, std::allocator<Molecule> > const&, int, int, Vecteur3D, double, double, double, double, double, Field const&, Field const&, int, Internal_state, bool) [51]
                0.00    0.00  267446/899966      Internal_state::Internal_state(Internal_state const&) [43]
                0.00    0.00       6/8           void std::vector<type_codage_react, std::allocator<type_codage_react> >::_M_realloc_insert<type_codage_react const&>(__gnu_cxx::__normal_iterator<type_codage_react*, std::vector<type_codage_react, std::allocator<type_codage_react> > >, type_codage_react const&) [63]
                0.00    0.00  243806/600640      Atome::Atome(Atome const&) [235]
                0.00    0.00  243806/606361      Molecule::~Molecule() [234]
                0.00    0.00   11823/916574      Internal_state::~Internal_state() [233]
                0.00    0.00       6/8           void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [284]
-----------------------------------------------
                0.00    0.00     288/1245557     RePaint() [3]
                0.00    0.00  345303/1245557     Internal_state::operator=(Internal_state const&) [58]
                0.00    0.00  899966/1245557     Internal_state::Internal_state(Internal_state const&) [43]
[52]     0.0    0.00    0.00 1245557         Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [52]
                0.00    0.00   10944/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
                0.00    0.00    1152/1152        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [261]
                0.00    0.00    1150/12113       Laser::~Laser() [251]
                0.00    0.00     576/576         Laser::Laser() [264]
                0.00    0.00     576/618         Laser::read_Spectrum(char const*) [262]
                0.00    0.00     576/576         Laser::read_Intensity(char const*) [263]
                0.00    0.00     574/11539       Laser::Laser(Laser const&) [252]
                0.00    0.00       2/2           void std::vector<Laser, std::allocator<Laser> >::_M_realloc_insert<Laser const&>(__gnu_cxx::__normal_iterator<Laser*, std::vector<Laser, std::allocator<Laser> > >, Laser const&) [290]
-----------------------------------------------
                0.00    0.00     288/288         RePaint() [3]
[53]     0.0    0.00    0.00     288         Init_Field(Field&, Field&, FitParams&, char const*, char const*) [53]
                0.00    0.00   10080/10080       FitParams::LocateOrAddNonConstParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [54]
                0.00    0.00       1/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
-----------------------------------------------
                0.00    0.00   10080/10080       Init_Field(Field&, Field&, FitParams&, char const*, char const*) [53]
[54]     0.0    0.00    0.00   10080         FitParams::LocateOrAddNonConstParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [54]
                0.00    0.00   10080/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
-----------------------------------------------
                0.00    0.00     287/287         RePaint() [3]
[55]     0.0    0.00    0.00     287         void evolve_step<Molecule>(N_Body_algorithmes, std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double, FitParams&) [55]
                0.00    0.00     287/287         void evolve_step_Verlet_via_acc<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double) [56]
                0.00    0.00    5740/5741        Molecule::Molecule() [258]
                0.00    0.00    5740/606361      Molecule::~Molecule() [234]
-----------------------------------------------
                0.00    0.00     287/287         void evolve_step<Molecule>(N_Body_algorithmes, std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double, FitParams&) [55]
[56]     0.0    0.00    0.00     287         void evolve_step_Verlet_via_acc<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double) [56]
                0.00    0.00   11480/11480       new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [57]
                0.00    0.00     574/574         void add_acc_Charged_particles<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Vecteur3D*, Field const&, Field const&, int) [59]
                0.00    0.00   17220/412890      operator*(double, Vecteur3D const&) [237]
                0.00    0.00   11480/423631      operator+(Vecteur3D const&, Vecteur3D const&) [236]
                0.00    0.00     574/574         void add_acc_N_body_Coulomb<Molecule>(std::vector<Molecule, std::allocator<Molecule> > const&, Vecteur3D*, int) [265]
-----------------------------------------------
                0.00    0.00   11480/11480       void evolve_step_Verlet_via_acc<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double) [56]
[57]     0.0    0.00    0.00   11480         new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [57]
                0.00    0.00   22960/824222      Field::get_Field(Vecteur3D const&) const [37]
                0.00    0.00   11480/899966      Internal_state::Internal_state(Internal_state const&) [43]
                0.00    0.00   22960/102792748     operator/(Vecteur3D const&, double) [29]
                0.00    0.00   22960/22960       Field::get_grad_field_F2(Vecteur3D const&) const [248]
                0.00    0.00   22960/373744      operator-(Vecteur3D const&, Vecteur3D const&) [239]
                0.00    0.00   11480/600640      Atome::Atome(Atome const&) [235]
                0.00    0.00   11480/11480       Internal_state::Grad_Energy_Shift_E(double, Vecteur3D) [254]
                0.00    0.00   11480/11480       Internal_state::Grad_Energy_Shift_B(double, Vecteur3D) [253]
                0.00    0.00   11480/606361      Molecule::~Molecule() [234]
-----------------------------------------------
                0.00    0.00    5481/345303      rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&) [15]
                0.00    0.00  339822/345303      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [23]
